x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,y
-487.22375,-7148.949,-6161.558,-7103.271,592.52234,12986.028,-10734.576,8422.962,2902.6702,-1264.8462,-3951.708,12456.939,7139.3467,-5740.55,5253.905,-1458.4592,6615.124,-6121.858,-12013.325,4455.452,-10054.356,11797.0625,4.0
-2969.764,-1933.833,3076.7417,-4875.581,4402.331,1158.927,4376.292,2311.346,3510.6526,2055.173,-392.74744,-212.8818,-632.2264,1576.0529,6267.1133,-2471.3086,-5448.2646,-6290.256,2754.6196,-606.58606,-1679.8678,-5940.6157,1.0
214.17174,-541.91437,-1864.2765,-728.49585,797.7976,2604.9722,4764.3975,3359.7136,2363.6177,2126.4883,-149.30922,-493.86435,-45.227623,225.87497,6019.389,-666.8707,-3687.753,4349.417,566.7563,252.12927,1893.6779,-2060.7102,4.0
-4157.1196,1783.1971,-440.06354,-9353.006,4324.7026,3203.5168,1781.8047,2993.862,-3597.5037,629.00275,1270.3706,1986.0643,-753.857,2058.4353,2776.0935,-2504.6057,-4733.9355,4391.4346,963.41895,-439.4746,2056.0344,-4956.483,4.0
-6941.973,1553.2625,-8922.774,6445.5005,-3277.4863,5462.8506,-331.54883,4380.254,11298.33,4535.5864,-1412.3971,-4572.4644,-6338.0996,5672.4707,18374.09,-7259.854,-4538.361,3651.142,4308.694,1838.7937,736.0237,1687.9292,4.0
-2713.3735,5227.8916,-3141.6829,-7070.0186,1209.1542,1385.1414,111.51204,8.782942,-2349.5144,1344.8485,-2076.229,-1362.585,6732.1133,-2872.4014,4144.73,370.3296,-1976.263,-5994.721,-1942.5292,1628.8046,3104.922,-3550.9292,4.0
615.9127,459.42038,2998.9468,-4417.6777,832.5184,-1517.3605,5401.9194,-1608.9435,6882.8374,-1822.407,-3855.7546,-1884.841,2005.0255,4614.5703,6358.4854,-828.67676,4571.06,-2447.2964,2036.61,-848.248,-97.85145,-4142.636,3.0
-962.1283,768.2952,-1633.654,-2458.2412,1408.427,2872.009,5399.1284,4821.588,437.609,4148.6313,3138.2476,-1463.9672,-199.42856,-203.7681,3711.124,-2378.1519,-1171.5333,3808.9,-1648.987,556.554,2746.8628,-3426.861,4.0
-1319.1222,491.46625,4046.4285,-1762.9099,3054.866,743.89716,3136.8665,2612.8083,1521.2314,-282.1617,-3348.1296,664.1562,2887.52,-1254.4456,951.8304,-3174.1655,1364.3424,1765.068,-58.482807,1597.7467,3236.0652,-681.195,0.0
2253.9863,3513.6614,4059.7073,2176.1912,4836.963,-3483.4548,-903.47003,-899.3604,1567.2712,4359.673,-4496.187,122.67753,5522.933,-1523.9036,330.51562,144.28197,-5277.4434,3043.664,1635.5393,1678.4741,-2551.953,1945.7921,4.0
-2078.139,-667.4601,148.56097,-3596.8567,1554.1193,1709.6628,1751.7295,3666.1514,3045.101,1383.0625,1895.3917,-526.7982,2247.934,1316.5553,1645.0537,-499.59882,-5566.921,-3488.4253,7921.891,905.36633,475.81494,-6850.314,3.0
-1868.8864,-1471.5812,757.8533,-4237.4243,-325.4613,5780.3877,-942.09076,4051.3384,-728.20087,2847.177,407.21375,649.1533,2750.709,-2120.9644,5140.172,3320.437,-563.1728,-1973.6798,-545.823,2708.7805,-1277.5103,-3370.2043,4.0
2311.5996,2811.7725,3423.3918,-626.4629,2573.0828,-1095.0304,1720.0449,2178.52,1878.6147,945.4524,-3222.7817,2168.3887,3355.89,-2558.0034,1369.246,-1545.7446,-2618.3323,2083.0833,-1188.2507,801.10077,129.46783,890.6351,3.0
6252.3457,-4440.6646,-8707.517,-3617.6812,3271.163,-2337.5369,5142.8525,-60.31978,516.2005,-4714.21,-9716.052,8751.998,-2617.3423,359.04117,10181.795,-5002.637,-4639.846,4106.755,6055.1523,-2264.1387,-1921.4171,-1296.5356,4.0
-3007.2822,-3.8251126,1660.4297,-4102.486,2889.7202,2690.0232,6182.8423,3715.4326,438.81335,2225.1145,1662.8397,1839.924,-2314.7969,-1229.9415,3162.6807,-2992.978,-590.8173,3128.1658,-1678.7445,-1433.3488,460.9416,-3835.8118,0.0
2803.9126,-4279.686,-1505.4917,2722.9338,3726.3213,5354.7812,5958.39,3143.5457,1891.3411,-1184.1825,-978.9027,-1061.2692,5389.4976,138.14401,2600.2783,157.11542,-283.78864,1173.3586,-628.4,-632.4153,2497.075,-972.7558,1.0
870.6329,1017.32196,40.847355,-4891.948,-5519.1294,842.21533,9907.475,-4293.9146,-6940.733,-8580.241,1680.5665,11375.753,6258.2954,-2253.7466,-2834.4424,5718.2456,-146.55135,-3662.557,7408.558,-2631.8965,-11304.5625,-5099.486,1.0
-5333.5156,4587.0884,-632.67096,-9265.092,2294.63,3292.174,-161.38441,-2419.3872,-10307.422,6040.985,-4366.702,-3081.437,5989.0376,597.1572,-1456.6781,-491.87228,-8571.052,-3565.9888,837.5301,-1971.4265,4604.6104,-11343.649,3.0
-838.12305,2068.2163,-1421.0151,-5242.683,-2347.5312,481.00403,4106.6924,308.6335,-1342.5576,-703.55035,-1114.4,2064.9373,-1899.9515,-5922.783,4759.0034,-2704.0166,-1325.7552,1169.5459,-498.49026,-230.26813,2271.726,-5793.6577,0.0
-4796.2007,2984.7502,404.62567,-3319.511,1626.7921,4298.281,862.8159,1144.7158,-2644.6868,1793.9434,-3765.4448,-70.090904,1989.9923,-1766.326,6478.8076,-4327.149,-1727.524,-1208.1427,1610.6382,-944.3643,-2000.4889,-4939.4546,3.0
-52.905594,2263.233,258.5058,-4287.513,1014.8901,968.73486,4327.196,4699.4126,-1805.9258,1636.5222,242.70042,2381.4937,-2027.3644,231.59483,4916.842,-4248.004,-841.1596,2753.4502,-3706.3687,-830.4597,2858.84,-5597.495,2.0
-205.90556,2213.1702,414.44464,-3322.4958,217.09438,1996.447,2171.8486,3359.2097,343.93463,1214.234,-204.7585,299.76376,3247.2847,-2528.7517,2667.6392,-1221.1246,574.6215,-808.88873,1820.9194,1954.7915,3075.4639,-347.97748,2.0
502.36304,461.90616,742.47015,934.17914,-241.93828,2031.7612,3048.869,2933.028,3097.4216,-220.83063,-1022.0266,864.6123,3591.5796,-1864.2611,1448.6417,-219.77074,-1209.7137,2264.2112,2562.2844,3151.1975,1631.2872,888.17413,4.0
-8482.351,-341.78397,888.509,-4376.437,4884.7583,-405.0686,5122.1343,-469.52744,5961.684,1678.0535,1080.9146,1882.2191,-1808.6954,1766.9749,6505.098,-5637.689,1964.008,120.595795,913.16516,1618.7057,1417.1268,-3867.9434,3.0
2070.5254,3936.0803,1342.7957,-5310.1377,-3565.0024,2626.3118,4161.887,4976.0425,1186.557,-825.2119,498.3307,2523.7625,-3224.8608,-2225.2688,3002.532,-1057.291,-2445.7393,-509.85623,-1843.6458,1366.0151,510.93207,-1674.0549,0.0
3029.976,2667.7603,5034.4507,4338.1343,6267.3354,-3418.456,-673.0963,-1156.1311,1845.0574,2851.2612,-5447.054,983.0877,4110.9795,-1282.2249,107.54235,534.33875,-5041.0234,3127.9067,1574.6941,964.3643,-3033.1343,2838.5208,4.0
121.45482,-4361.556,541.4648,2751.121,-2170.377,3409.648,7018.4272,4232.949,-1370.7914,-3698.0764,-301.4207,-20.305262,5143.9375,1470.2534,1806.7719,4188.886,828.1474,1417.5519,6646.6406,2390.1816,-3578.3342,219.06934,1.0
2155.3662,2256.8787,656.2569,-3306.0007,1111.3519,4324.9106,-485.96692,1894.8357,1576.7393,-662.3395,-4159.8364,3419.8542,5872.734,-3970.7085,4538.2725,-1854.4849,1535.2051,-1971.7794,-6553.3403,2173.8064,448.79065,4585.3535,4.0
519.45935,-2653.8782,5857.299,1736.0386,-2422.914,2674.5227,7376.2046,-774.9599,1996.1245,402.90143,1712.2307,3277.1602,2034.6758,-3527.8035,1395.9109,-1417.7212,-790.38873,-1457.974,1718.4623,-4947.633,-713.45996,-4668.417,4.0
1908.9225,837.1154,-809.0042,-5438.2666,1931.6512,2766.6248,3361.94,1981.1302,1395.5187,3052.4055,2140.5962,-3281.7632,1940.7113,-1939.7489,2838.267,-4055.0159,206.78264,1788.7032,-730.96094,1924.8173,1834.1177,-794.7174,4.0
114.96211,-1867.4683,-1039.9906,2869.6023,-1889.391,6228.56,3123.9304,4053.74,-1657.6895,-2161.597,452.42957,228.3281,5192.0137,266.66782,2193.9119,1667.6102,-561.84235,1845.1222,7939.8003,3133.32,-1383.2712,1080.276,1.0
-4621.8315,4261.6675,-2334.5554,-3838.4524,1339.8094,5421.078,-1162.8435,-2187.0208,4040.7039,-2177.4028,3359.9915,1221.6708,5783.0513,-1404.6576,6148.768,-5593.356,424.25592,-1802.441,-2229.6353,4347.2026,-2381.7732,-2886.6938,3.0
75.16814,-1137.9438,169.65497,-82.58847,3471.621,544.4888,5396.092,-5549.9224,4018.479,1401.1136,3784.391,-1005.7474,6996.164,-636.3858,5921.7554,209.78462,-751.2515,-5464.3164,6565.014,29.50382,-3135.38,-4537.6406,2.0
-767.469,306.52792,2443.1082,-1509.9286,1119.9254,4806.684,2185.6323,1052.8484,1351.8259,346.47748,1473.5516,125.999245,3198.3179,-3065.3403,2052.9187,3230.9617,1414.9127,-1046.4415,5734.9077,393.25195,1075.9352,-1408.737,2.0
-4243.6846,4294.6465,2328.7046,-8100.795,-4652.9316,-14650.532,-3516.8071,-2629.0544,1631.6383,9279.663,12188.823,15374.555,7764.0103,9737.938,1050.5314,188.02419,-4908.672,-2974.3442,7753.858,2033.9933,596.9791,-9241.245,4.0
-12.046278,-1357.1985,-936.61676,1966.7627,-3437.2908,4846.6494,4713.53,2897.2366,4530.159,-1647.6285,139.07133,3142.5583,-5643.8853,-1405.915,6159.8833,-660.96875,-1851.5316,5159.039,2666.5535,435.07578,583.0538,-3193.979,2.0
895.8815,1071.1696,-7201.9883,-2348.7979,3897.683,4715.601,8499.092,322.38333,2064.5178,1056.0824,-2197.3694,3937.3516,-1317.8519,3470.4004,3998.5452,-958.6408,-2198.1055,-611.4095,3335.2861,2579.8918,62.684807,1537.1635,2.0
-406.35303,4006.5164,3333.893,-1073.6051,-3008.8037,3934.2825,668.5254,4613.4346,4326.566,-780.62646,-2310.9373,1740.7784,-5651.2593,-1898.6735,4553.2563,-699.5465,-2465.9824,3393.9827,2521.557,5044.4375,1474.4462,-2727.7102,1.0
-351.64703,-1211.6713,6344.859,-8125.3765,661.7748,-2534.9202,2712.996,1443.175,-7745.8516,3678.2922,2476.7021,875.81647,-305.31918,-669.337,2681.5874,-7340.682,1525.1046,-6321.531,5505.028,4613.032,1667.3374,-469.17365,1.0
-1685.4531,1717.795,4499.4424,-7520.32,4069.0913,2156.394,-1615.7858,648.0269,-2360.898,5012.764,1330.6573,2756.616,6447.604,4696.1406,3755.2256,-1523.0969,-1438.6781,-2585.3574,518.55115,1437.0121,6241.2256,1463.13,2.0
1431.3392,-1129.9128,-984.6161,-701.4589,-2717.9365,5811.461,1434.7625,2887.5964,110.45427,-1664.4866,1196.5972,649.7861,4156.926,5266.4014,4415.186,-1906.0822,-1228.5519,4101.5615,7585.358,2204.3062,-3621.666,2246.7104,2.0
-832.5806,1573.7245,2857.6714,-3152.3167,-443.8338,1127.698,7353.291,6865.9844,-1560.1091,-3543.4563,309.5528,5725.5283,-5586.511,-1576.9772,3464.1895,-2595.0554,-3517.6382,6304.9785,-2854.4739,1308.1617,650.11896,-3293.3955,4.0
-6550.059,3441.484,-1190.1096,-2854.2378,-57.40026,6166.6777,1726.7463,6098.4204,-6834.0337,619.7735,-2953.342,6416.6973,8676.991,-2208.7107,1250.1007,3214.8887,-4332.1562,3926.5188,-9421.687,-6546.694,1770.7104,-2288.7253,0.0
1665.8351,-1807.1111,-1985.677,-1478.0677,38.785774,2530.9973,6634.8237,3550.2134,1592.3147,644.2872,-693.3991,1738.4572,-1855.7635,-1616.987,4829.263,1496.8345,414.72968,2640.3396,1899.4249,177.82352,1334.2545,-1750.0137,0.0
-1329.5686,-1949.9617,1584.7704,4522.204,-4532.789,5597.09,4116.9805,4932.624,-1078.6057,-5474.147,559.43854,2014.3644,3991.6895,2683.4841,2704.2253,3787.1504,914.88196,1439.0594,5374.895,1872.2198,-1185.1317,-2350.0613,1.0
-3254.1572,3825.8025,5768.5684,-4954.7983,3348.334,-2795.115,-8829.558,-2233.1667,2787.2014,4120.695,6970.954,8386.424,14024.466,6110.745,9124.385,878.3285,-4527.4336,1648.3016,360.7274,497.3155,-3594.5981,5506.3765,4.0
-27.416883,2914.673,960.75995,-8525.723,301.01453,-881.9457,2887.1792,432.236,-2296.6528,5098.4097,1180.215,-720.82416,2667.081,-1973.3917,3600.9888,-1754.3706,3376.4683,-2276.8235,1072.8429,2485.712,1540.734,260.40594,4.0
-5345.0195,-2565.9646,-4850.386,-1011.91785,515.44104,8446.399,2290.6257,400.5457,673.0716,-5475.3276,1984.353,-349.97983,1791.708,940.7169,1712.3473,2608.373,-4979.3535,258.54947,11738.16,4891.119,-1880.2184,-1426.6178,4.0
-392.96582,459.60202,381.99762,-2078.002,-382.98547,2270.3694,5640.886,-660.88556,2362.8325,-1473.2875,-1340.8176,918.5694,2160.3682,203.5549,2103.2292,-2569.33,1359.5731,1129.1508,1621.0076,1550.9952,3716.5862,-1708.8931,3.0
-4307.9395,2211.801,1860.2771,2247.8547,-1612.249,5994.809,3187.9194,-4818.5986,587.5743,-5822.731,-3466.2996,-167.20859,6161.985,531.6441,3172.1968,1190.6948,5660.073,-3691.3325,3350.7893,7558.857,4474.6597,-1565.8525,2.0
-2231.5618,11245.725,-3544.731,-6152.3203,3868.6853,-7819.708,-231.69069,-2856.14,-7514.99,4350.264,7647.363,-450.86142,6346.606,4854.137,3791.4614,-1856.0771,-14752.028,-6711.158,8775.267,4152.2183,1406.0472,-11791.046,4.0
1432.1216,-3903.508,2832.9978,4453.5757,3216.3633,-581.08813,5739.4067,-1172.5674,4055.2012,-3162.807,-5668.3257,1583.9623,6528.513,311.17093,1427.722,1105.928,2128.8113,2827.6099,1141.7844,-1315.8577,3671.2446,2124.962,3.0
-593.609,2761.9963,2328.346,-5512.5356,1144.0597,2711.6243,4402.5146,2136.7104,-1514.5709,1135.1758,-1078.695,2610.3396,-1389.547,-1893.1864,1206.2688,-3047.4102,-1623.0963,2612.709,-1433.3011,1095.73,709.782,-5183.1777,3.0
-1038.859,28.130453,-2297.158,-2131.7761,3735.5298,3794.5596,6271.276,2255.874,2131.4565,3484.9937,2066.746,-5614.562,-1263.4618,977.73175,3184.0774,-7845.5234,-1894.106,5355.052,-3793.833,3436.1863,-42.63691,-4632.081,4.0
-847.43616,1810.2334,-311.62616,-3631.943,-990.63684,1326.2384,3322.8916,861.70996,489.96558,2716.8713,455.3756,-1101.2401,4353.971,-1745.6854,3577.587,-1900.6553,1430.9678,-213.1276,32.59721,3573.1914,833.84546,-2289.4211,2.0
-1319.6882,535.0689,-1571.105,-3690.6116,-44.355583,2449.4722,4290.5474,2798.9785,2147.1782,-432.2766,-171.30214,-173.0958,2262.6777,-1167.1526,2805.3594,182.68645,-2385.9897,-942.4626,1489.4299,-812.79376,1797.5287,-4354.425,4.0
3711.438,2601.1,4296.1753,2446.5386,3670.4321,-1625.0984,-241.88258,663.0942,2417.4275,1061.3846,-4923.9067,1783.3102,4571.727,-1587.1078,457.16266,-88.657646,-4626.0967,882.19836,2591.2078,2230.7896,-477.5243,3502.9768,4.0
1795.5372,-2759.3757,-3695.0283,-491.2527,-102.54943,4243.5474,5733.5186,1086.8466,2949.8025,1413.6001,278.56335,-1484.8173,689.21234,1480.8281,5620.473,-3492.2378,-457.56854,5175.4824,775.7421,-74.50762,1188.8524,-2018.4181,4.0
-1915.9995,1078.9131,-4952.223,-6897.914,-183.05486,-1651.1316,3566.4426,-1840.5039,-4387.71,4659.9404,-888.0469,-2011.7311,880.799,-2576.6372,7909.5474,-750.1106,4378.201,4429.828,2096.966,4370.8022,1852.9198,-3254.089,4.0
3241.3496,-2971.7546,-2136.688,1600.107,228.71034,6113.5366,5967.602,1061.5265,1300.9763,85.61273,1244.6876,6090.1943,2609.613,-1089.1444,303.88806,-35.011726,-1932.0393,5209.8867,602.5209,51.92994,2380.692,-1230.1619,1.0
-2375.8374,764.5988,-195.70343,-5581.3677,-704.4061,396.73975,4459.309,-2648.8472,1594.8464,9437.8545,-17.155897,2880.9165,-345.23495,2008.013,6106.9277,2817.5242,1074.9623,631.8979,1202.4882,1029.4601,902.3547,-3530.7126,0.0
-2169.623,55.26174,-8368.572,-2815.653,-1721.6216,9204.423,797.7086,1603.7572,2348.7786,-4635.9253,-4777.9062,2638.7683,1214.2013,-2656.919,3972.632,455.30716,413.6385,-967.6826,2582.271,6032.734,-5751.429,-1134.8057,3.0
1700.5016,9304.883,-11572.342,-5523.528,-1571.8171,-8670.482,-965.17114,7414.536,-12420.399,-1449.656,5971.326,-4299.7275,9397.143,-1709.848,3193.914,-6264.611,-8037.122,-3801.8489,8324.625,1787.1378,-1321.6105,-12247.992,3.0
1820.3158,1599.1548,2651.8315,-784.40765,2498.4387,222.5246,2776.226,-998.46326,1887.675,2113.8062,-1389.4156,511.07462,6084.6924,-1706.1603,1426.578,-2568.4683,452.82098,603.29297,164.86693,881.04205,2074.4573,-1350.0221,3.0
309.5614,352.8917,-356.37054,-8818.324,-789.7756,1521.6539,664.71747,2158.1377,-1803.1567,3002.981,1824.9354,1343.2183,3783.69,-475.76736,5493.2896,1285.0018,738.1154,-3702.8877,667.88416,1797.4515,2404.4954,-78.420906,4.0
3726.4375,-6111.0537,-1220.8245,4155.0703,-829.96814,4245.6636,6792.871,5567.3467,-4221.8984,-3763.6155,779.93036,-3255.417,6421.179,1425.0963,1950.1512,2977.1443,2502.6128,4543.5557,7891.9995,5324.6367,-3536.4854,4074.3645,1.0
-383.7113,2611.3535,2131.9043,-5676.849,610.8247,-366.28198,4429.9053,3267.2146,1527.5848,2130.0762,-2036.2892,-239.8508,1640.1759,671.5299,3247.6,209.28267,1037.6973,-6467.118,898.88165,1567.2493,1582.1686,-1967.2699,0.0
233.02611,266.59732,-182.74493,-1737.5372,1022.02515,1864.7158,7542.012,4294.6816,2927.8494,1278.047,1979.2797,5039.2573,-1772.6735,-3161.8682,2474.7717,-2968.585,1754.0826,2027.7731,-2401.3584,610.22375,3078.5842,1299.3177,0.0
-294.00705,1402.9728,4113.1855,1133.5748,1837.1432,558.9281,2095.9407,774.68744,3257.5457,-2822.7876,-2576.4927,-356.49216,5825.7544,-1166.5533,1064.7198,1395.1311,-700.9798,-2657.477,4144.0957,2337.8833,1600.6033,-2164.7046,1.0
-2581.9392,-1327.0842,-3621.7812,-4597.8306,-2682.895,-5188.2393,-2145.177,6482.37,-334.5545,8229.297,8313.455,6462.2075,7468.176,4903.21,7217.4727,41.779503,-1461.8776,416.89395,6209.0547,-895.2044,3376.9583,-3786.099,3.0
-2862.6868,2418.4636,-6000.5615,-3905.4553,-3049.4094,5464.1387,909.4529,-1155.1335,-1474.331,5831.391,1551.423,-106.31649,3325.9336,2200.991,1716.3691,-12784.954,3467.6868,11102.355,-4304.35,7833.846,-7607.0234,-934.77606,4.0
-421.99152,1862.0486,426.17596,-1192.3594,-3642.8582,1902.5854,3873.73,-395.28506,964.0746,3267.5583,1162.3557,-843.0476,2389.3162,-27.950165,5022.911,-332.69058,-1969.3011,4635.2183,3253.74,1040.7623,-169.57312,-1814.1838,4.0
2592.727,-134.89293,-1503.1309,-4858.475,298.9014,2140.097,6275.742,-454.13278,608.8603,2439.1177,194.5849,-1144.5052,1978.7405,295.50977,3127.4624,-2830.101,1999.4485,-1955.8645,995.5801,2438.2598,2027.6357,-160.75226,4.0
-2602.9868,-1191.1201,1434.9255,-2804.8772,-2409.4932,9071.617,531.1415,-242.73982,-7569.987,-7677.5815,-2019.7684,7843.11,6757.744,1082.0039,-302.08728,-806.2349,-6299.72,5472.08,1178.0182,5401.3003,-2099.4614,-5078.366,1.0
3128.9583,-4291.7837,-1798.8362,747.05493,-1307.7384,4030.071,8720.611,-2287.3035,-1469.1187,406.78394,4086.1345,6245.764,4605.7866,-69.14763,-120.14985,3038.8882,1581.0013,5253.5557,1505.5416,-2301.6738,-3102.3455,-4961.8916,1.0
-346.99255,-620.0601,-3059.4966,-3102.685,-784.083,3003.4817,5141.04,1581.5352,1038.8157,3319.4895,1034.1506,-997.8367,337.955,636.04315,5629.4478,50.01017,1000.9299,3078.9417,1909.2186,1050.9664,1790.1812,-1780.6766,4.0
-1542.972,2634.9143,3063.6824,-5384.1255,232.17854,1567.2434,2038.6996,548.81146,-2288.391,2061.7683,-628.9522,-1348.0007,2483.6592,-3319.0754,3733.1548,172.154,3303.437,-1851.5768,3284.4243,3313.7295,1510.4989,-730.3958,0.0
692.98706,1555.5925,-5724.596,-3060.3022,-2439.373,6433.259,4354.0674,-2873.5432,911.5733,4304.4644,1814.0883,-649.1385,2769.289,529.49255,3578.4573,-6647.9087,2454.2168,8138.5244,-859.6876,2672.0923,-4402.3066,-424.47943,4.0
5524.2754,-4371.6123,2397.797,-2334.4778,-932.6886,5051.449,6392.4814,1600.8613,1140.6554,-2672.6514,2071.5818,7335.8853,-7522.338,385.25607,2595.5933,-5018.5933,-912.13336,7175.1885,-392.98996,-254.10083,596.4656,-7055.8506,2.0
-1103.2979,-4162.156,-130.19135,5049.6226,-4562.9,8216.492,1351.7297,-2366.209,1945.0931,-4785.226,-614.0154,164.08194,1724.5883,997.2098,4564.9067,5679.4507,1815.0743,-481.92978,11512.367,5666.455,-3092.1877,-710.39325,2.0
2244.5598,-419.3818,1422.0225,2563.1292,3061.5889,2373.1357,3816.2769,443.41556,3492.5872,3454.1125,-743.8548,-2605.439,2470.0,-111.42212,2388.644,-3439.2197,-3827.2302,6507.954,-274.38925,714.6728,-1068.008,-1818.137,3.0
3398.4111,3553.1956,3976.0405,2664.516,1602.5867,-1856.498,1881.0892,-1005.4541,2371.7493,-2895.8362,-5293.356,2037.7678,3001.8704,-3683.742,2479.421,-5626.247,1092.9215,-1918.8588,5354.1235,3226.7446,3423.4006,3040.4583,1.0
813.6376,5831.72,794.30756,-1631.8635,-2166.8809,556.7837,1581.9268,-3658.288,1686.2119,-2570.3958,-6983.3853,3775.3484,5716.7114,-1658.9307,3268.5803,-3215.7505,-73.08845,-3409.3657,-3395.1963,4423.899,3502.4407,910.5515,2.0
-2980.1064,4006.1257,1909.6622,-2136.9082,4880.793,-641.42175,3707.1562,3106.3696,485.0783,3096.7295,-2151.2622,960.0181,1322.9542,-2689.1565,3335.6206,-682.99365,-3115.4412,1671.4122,-717.53076,-2084.6184,664.5527,-2685.6924,3.0
-5802.283,1566.5627,2283.037,-4150.076,4263.2266,-1429.618,4255.9946,1176.612,3684.119,1283.493,-2113.9453,-933.5854,1424.6597,-948.6902,6062.251,-360.6359,-4039.089,-4142.4043,4587.2246,-4574.3496,-1153.5254,-6489.4785,2.0
44.07115,2411.194,-461.7379,-4891.3394,-1409.2535,2538.8782,3154.3247,3154.0618,1284.3085,4303.886,1362.3109,4734.7695,2557.9639,-1847.0255,1459.9618,-889.4778,815.4329,1735.6761,-1227.7836,-1523.5117,-432.36588,-2392.02,3.0
-357.26355,973.158,-644.69586,1141.8905,593.74475,3789.2468,8533.736,-4623.133,-5421.812,5603.9575,1466.3693,11020.421,3037.9116,310.02585,5106.258,-3922.128,620.1159,1310.7616,-118.95281,-7597.2964,-2542.5798,-6824.5996,4.0
2584.15,3199.653,4859.0166,2965.386,5164.335,-2863.6682,-463.42395,-527.2649,1953.291,2818.481,-4702.9663,682.8327,5185.918,-1362.866,137.04504,122.28774,-4860.635,2273.415,1503.0953,1272.273,-1903.5189,2345.0676,1.0
846.99225,-242.66594,43.33228,-1468.1754,564.3877,2227.8472,6455.741,2493.3767,3266.8508,2099.4717,-586.8341,2046.5262,-1203.1659,-1744.2567,1865.1943,-2388.9036,-1258.888,5226.004,-272.4905,-131.3009,588.3958,-3105.6367,0.0
3710.4092,-594.071,-1416.6564,-1613.9469,2443.0122,2880.7812,3544.1887,737.73517,4673.423,2002.2921,252.33156,-1243.4158,3346.7832,-997.8482,3235.9993,-1708.0183,-2414.806,3408.8838,-596.3909,2317.493,-326.86755,-856.3903,3.0
2929.2666,-1129.5712,446.8227,-1302.8219,912.37915,-1174.1859,2603.6777,3940.029,1152.3948,135.09698,-6920.5386,1318.2828,1096.4132,2207.9688,3198.9604,2103.2886,4097.0015,-1933.0435,6457.388,3352.7495,8288.62,-1787.7212,3.0
2752.7163,1684.7593,4869.518,3328.6636,2739.7764,-1815.9678,1475.4298,188.40965,2825.8835,3313.4546,-4343.261,797.05273,4392.5747,-610.0376,570.4064,2271.9946,-3613.497,2126.348,3374.2605,1146.5963,-2686.4683,-1024.8964,1.0
4122.872,137.15175,5307.7637,3083.245,713.10376,5281.7227,8749.448,4259.425,-2922.466,-906.47296,-924.73755,2600.9521,-2853.999,4789.7114,5046.588,-6990.696,-3048.3362,8646.266,-5732.08,420.4751,-5858.131,-1739.8962,1.0
-946.82574,423.5971,2398.2495,-1017.37933,-2899.8696,4077.0208,3945.4766,-1819.3325,3445.6729,-242.34119,-627.3532,1623.7719,-265.27304,-2399.4355,4124.5835,-79.90391,-2900.3203,1676.299,2589.8413,194.1997,1157.3363,-1551.564,3.0
6022.6846,-4872.3984,-3905.6184,1465.6564,2691.8994,11940.168,4103.8975,-1011.4821,-4868.274,3887.6997,-1833.9789,15756.9375,-61.32479,1667.7609,2068.4011,-7040.7437,8865.718,2086.5786,-4833.161,703.4764,1916.8783,-3371.691,4.0
2717.8398,309.06,645.5441,118.17209,3115.9436,1179.9219,7596.196,-1849.379,1855.5134,1317.6144,2225.6519,1052.5365,3660.7002,-304.62662,3122.5227,-3400.0747,-1680.1718,2866.379,745.8484,-660.7215,-974.7685,-3340.773,0.0
2744.8274,1597.8364,1588.7001,-5589.021,1639.5878,7379.287,2437.7876,2420.3518,-410.2962,-7455.8403,-364.7837,3275.164,2957.9019,-3080.0615,5132.2817,3896.7612,-725.3328,-4583.233,168.86974,1618.076,-2305.3706,8702.738,4.0
-406.13898,1425.8613,198.25208,-2343.4421,3071.0122,1785.9146,3081.0947,3039.4597,2772.5334,1841.625,-1815.7548,-1242.2942,1428.0453,-861.3587,2389.0808,-2010.8188,-3157.6152,3838.7476,915.39197,66.44227,1467.2129,-1610.8759,3.0
-4273.5947,1729.1343,2049.9788,33.98025,-648.2385,5468.254,4216.5034,729.17267,-251.48735,2043.5414,-262.6784,-2597.4058,2609.338,847.85004,2835.424,-1999.6426,2123.5496,1337.5314,2975.7983,1714.9996,-1552.2684,-4208.926,4.0
-1501.6588,-4759.1177,-202.34833,-4644.9604,-7546.5757,2064.3506,2761.44,-917.85834,3599.4646,-2575.1995,-2271.4282,1683.2871,7518.47,1294.4952,944.6853,-7250.6953,-4084.667,-5123.7207,-5192.3325,5960.6523,-3786.493,-4791.2866,3.0
712.9491,4141.6284,-3073.1848,-3397.7117,-2725.4746,4561.926,2982.652,1399.3575,3328.9485,367.2356,-5738.7026,5530.4385,-489.72202,1335.9352,2239.5051,-4267.9517,222.03203,316.5299,-4471.371,1061.9229,-208.2598,-5549.3135,0.0
1859.1406,-1439.5117,-1233.175,-260.4019,-1865.4564,4482.0713,2301.0278,4365.573,3522.8757,-4633.896,-1767.2725,1319.9392,4441.025,-1228.0398,1740.2649,6387.482,-655.76117,13.82547,5330.58,3160.7202,-548.47327,-250.99936,1.0
1616.9971,2986.4807,4404.191,-1077.0258,-1156.2755,3446.8167,1683.7559,3589.9915,-47.38649,-1628.2255,-1967.3608,3399.645,-2185.2139,-2688.8704,1798.8154,584.2377,-1110.5516,2973.4468,-642.9215,4686.475,2069.521,-7960.327,0.0
